device_name,device_secret,product_key
00002e32,7329ed0ee08bb401bd032d9000fd5dc1,0xd117e002
00002e33,d8df74f817ade42e679253c8148eb8f3,0xd117e002
00002e34,df177383c2d20066e0969820640b4f6f,0xd117e002
00002e35,483e082c4aeed77fd54c2affe382c6fb,0xd117e002
00002e36,45d7c8a6af1de30a7c91e1d6d0e9d981,0xd117e002
00002e37,baa08a852318d0cd8f9f005062211a67,0xd117e002
00002e38,c3fc1178f7f23987d5d9508606a41709,0xd117e002
00002e39,30049d2f30fe7ab6eecb64d8e872452c,0xd117e002
00002e3a,ae8ccb8cba3c79154349369626ec9c9c,0xd117e002
00002e3b,78137807e0fb688f11c410094f3e77cf,0xd117e002
00002e3c,03e7c5207d2b2a7b2b35c756883364b8,0xd117e002
00002e3d,5fe5d546c81811d39f318b139ff606c9,0xd117e002
00002e3e,fc372c9e07b06c21058c195321620c3d,0xd117e002
00002e3f,f30426f68ec0ecf77a333f946675fb34,0xd117e002
00002e40,5acb9bceb94386eef943a10ad2f3523e,0xd117e002
00002e41,0313a87523d9b3ad4191020a5689dd75,0xd117e002
00002e42,3ddc1a4f96444b65ed4879cbcb54d67b,0xd117e002
00002e43,918a1821b3699a7b86cb7d406dc14723,0xd117e002
00002e44,3a4dd5d2fc280556cd72cf1c228fe000,0xd117e002
00002e45,1182cb478de7773c91a59d1554a8f6fb,0xd117e002
00002e46,5a87f614706bee157df487098bce863a,0xd117e002
00002e47,14d6342a48520708c096bdca807d8308,0xd117e002
00002e48,01742d8f0be0a7ed07f75f813da8bcb1,0xd117e002
00002e49,0746f3fff80ac5a0a1e0836c00fa2249,0xd117e002
00002e4a,510f87437184053e6c6bcf4495cc493c,0xd117e002
00002e4b,baca17186909d5803a73cb0c72ab3f1f,0xd117e002
00002e4c,6561fbd674000c4899a67c98b19d1573,0xd117e002
00002e4d,670b1e30ff9d6a9350f337f84e06bb62,0xd117e002
00002e4e,aec2a98b3b4f2d74f7a99e703a115e72,0xd117e002
00002e4f,6483dfb234f2a82e268c83396b3135a7,0xd117e002
00002e50,a8a38687b02d43562bd53b4ead3742f1,0xd117e002
00002e51,5ecd7c7ec98082c93c704537ca4d5e21,0xd117e002
00002e52,3a23f9766f8bc163927cae861586f177,0xd117e002
00002e53,8efca45205b9a82f89c436763a1fb2ad,0xd117e002
00002e54,cab64184d11b85cc3e5f1dadaf7b480b,0xd117e002
00002e55,60a08dccdc2a0f4a411683de9c87ac91,0xd117e002
00002e56,6c125f4586869fc0506b50310c73477e,0xd117e002
00002e57,7b8eb924c426501d3e6a86356be4e748,0xd117e002
00002e58,1e97f1afcd09f776a118421be4e6101e,0xd117e002
00002e59,937cf9352c57364ec825eed05a04895d,0xd117e002
00002e5a,767887df2b2d6b386d9338a8dc660ccc,0xd117e002
00002e5b,e865ec87bd11eb76b2a4c39627aa3271,0xd117e002
00002e5c,6f8620bc9e753cd77dd8b0b84e73425c,0xd117e002
00002e5d,2ca1ceabd957b7987bdd48bf121d85e9,0xd117e002
00002e5e,0def4f271d9405b25d197e40c1e6a756,0xd117e002
00002e5f,d595d31a7b8881f5a3a2fc5109dedcce,0xd117e002
00002e60,e35d1f7510fb51851b518418f80f650d,0xd117e002
00002e61,0cc9b05fd9a77697ed1e386d1f38fd2b,0xd117e002
00002e62,7761b50c5ca75cb84a827f6d82637b26,0xd117e002
00002e63,7940c93b31b0514a699466ffc810f1f5,0xd117e002
00002e64,ce87f5ddc4e064bd84c6305a114d8402,0xd117e002
00002e65,d8ce8108575594a3a34b64e73b953016,0xd117e002
00002e66,9bf383105f815171d7c282c018f37bd0,0xd117e002
00002e67,d8db0096f4187ebc0b486541f1fb60cb,0xd117e002
00002e68,2a4b8d2f04290660c3054c3ad52d51ac,0xd117e002
00002e69,a1e82e79b7618da8f57accfde96dc623,0xd117e002
00002e6a,40bc9b0cf526a2e124fa7c60b6515bef,0xd117e002
00002e6b,5cee34c927a111759d76b8fa66445846,0xd117e002
00002e6c,c59c3e8b9ca10961c15c737854e066f9,0xd117e002
00002e6d,3cde1a4c37dd3479974294e231904cbf,0xd117e002
00002e6e,405d06b18d47400f7e1cad6bbf1fdb79,0xd117e002
00002e6f,40cd5d9917e2c91147b4e34d20344a5e,0xd117e002
00002e70,972f255a31b23c6c3801c65c00205f27,0xd117e002
00002e71,d754fb8e6a51c8cd9857aab11acc0e2c,0xd117e002
00002e72,f590a7541ac79568cf458b303ac66137,0xd117e002
00002e73,5305ffde23ccded438d420e0a5867112,0xd117e002
00002e74,09c905c1e9f52cee6bf60dd8fc6f3057,0xd117e002
00002e75,05bf2e41b46b4e17a1f3ec21d0c9e83f,0xd117e002
00002e76,479808272de2d1815e4574893abaf3a2,0xd117e002
00002e77,0d7731feb4f31ce7476d7d58a7eed1be,0xd117e002
00002e78,77dd8f5d90ee1519c1812ef3fad5a3d7,0xd117e002
00002e79,d1d40de899f78c5cbcdcd293805334c3,0xd117e002
00002e7a,d53011545b2809c09ea168a53f54c616,0xd117e002
00002e7b,c2b7307ca7295f4cd4d91c54d8d444fa,0xd117e002
00002e7c,3792bb369aee88e306619ce0eb0cb375,0xd117e002
00002e7d,a013f5233d59da2b8b6a4767d32585c5,0xd117e002
00002e7e,607b266b2fd022807d52a503f2cf76e4,0xd117e002
00002e7f,26f084a47934bc370cfc5dda0749ec27,0xd117e002
00002e80,5d9f140be6a4dceb7d9d7772fb234b93,0xd117e002
00002e81,cc21141de3660933fe06d0f2ef8117fd,0xd117e002
00002e82,caaba1bbbb3915ea6dfb240002ba4a1a,0xd117e002
00002e83,edf8116489372b90478d886cc1c693b0,0xd117e002
00002e84,7958786baac181acd39bbfc504c71709,0xd117e002
00002e85,696c8c854bbf372504c6507607d72f1c,0xd117e002
00002e86,5f1c7354fe438bada68d06dfe3f087f8,0xd117e002
00002e87,243b7cc83780f1e371b272ecf08c301a,0xd117e002
00002e88,d3a4c21f28e508519fbd624450977fbe,0xd117e002
00002e89,fc98e64b5b7b6b85adb7655ab2ef32e7,0xd117e002
00002e8a,78d5f591665734b2519cf08301ed02a1,0xd117e002
00002e8b,5dd2cd561b9703a3c4c4885869825ab5,0xd117e002
00002e8c,921906f3107d294d367fa6da14f0d5c8,0xd117e002
00002e8d,957a234c5fd3523b64b1cc18b7a22d1f,0xd117e002
00002e8e,6a3423a3ec0ba2ffa949e022e70c989f,0xd117e002
00002e8f,cb0240aa139f1f04483b449319e6cb38,0xd117e002
00002e90,ed71482eadc3286a6bbdbbd458309b1f,0xd117e002
00002e91,d99e1f09553bf9cf060586834ce6b022,0xd117e002
00002e92,6d63933fb25569d76244ee2e6f743fdb,0xd117e002
00002e93,c22d478bb42b60647d31d13ff14fee38,0xd117e002
00002e94,6abd85270b7b6907c8b223aff7a76217,0xd117e002
00002e95,e7033efb0a22c342113a1b4a15bffc7c,0xd117e002
00002e96,3e00c755e5803d2c5c4452137e2ddfe5,0xd117e002
00002e97,7f9fec343ef5a64ae5f31ccb4e54fe77,0xd117e002
00002e98,176d13b396fecf62536d1d9c117ddc53,0xd117e002
00002e99,cc59a1f510b09dd07fe10dfd4939e538,0xd117e002
00002e9a,81509dc6062f2ea4370d7a3279cec83c,0xd117e002
00002e9b,72c3f225ba6c44412d289eeb83497be1,0xd117e002
00002e9c,5807558716773d3e7ea116ba3dee48f6,0xd117e002
00002e9d,b609509d906cab5ac69e57cf27534ab3,0xd117e002
00002e9e,1290521bddc943bce0b4ddd9c5546aa8,0xd117e002
00002e9f,b9bd5e6fc1e0a2158063e6f30c85f218,0xd117e002
00002ea0,fc7151005e3fb3adfb56e6954adcb689,0xd117e002
00002ea1,07234d01772ccd90d4923159e0f0a5fb,0xd117e002
00002ea2,8f6de6814272e75482047936b6f57a0e,0xd117e002
00002ea3,88a31016c6922f99f88bf9ad4899b92d,0xd117e002
00002ea4,9403826837a545e5e07e6f3471512347,0xd117e002
00002ea5,54926e0eddddc9f51d1a67344a2a2648,0xd117e002
00002ea6,9be0f752d80340742dc1caca92cc9924,0xd117e002
00002ea7,183cd04da0efb241e60df2af0b30735e,0xd117e002
00002ea8,f498d557fb1d8b2f5b245241fe444f26,0xd117e002
00002ea9,485b88f5bceb5f13dfd8b55e94397e15,0xd117e002
00002eaa,6216da14c320e3cf25665ed785f1d03f,0xd117e002
00002eab,1d5b1523508ebb54fd31d9cc3345237b,0xd117e002
00002eac,8b9d00a8bb68986f3da5ed645caa4ae9,0xd117e002
00002ead,3a1ddda437be5b517ed18981c8f9cf71,0xd117e002
00002eae,1bb441d894c147d09dad93a21650e16f,0xd117e002
00002eaf,6d8dae23039d8f1edfaea3be130e6fd7,0xd117e002
00002eb0,2ead22205ac1510e7d4bf8262a0e726b,0xd117e002
00002eb1,ebf16dda176043ead101ccc1bdf12cfd,0xd117e002
00002eb2,e81924c6816a8d7547713738c4b0899f,0xd117e002
00002eb3,93359e141be495b19f029cc1995b3e66,0xd117e002
00002eb4,620a54d5073747cdf9f21b3f59eccf49,0xd117e002
00002eb5,a37e86554f914c5cbf3d49388e1078d7,0xd117e002
00002eb6,7b6a8c13e3f44307540c676c590e698b,0xd117e002
00002eb7,5eb4ce21fe4cee084ddd184776892897,0xd117e002
00002eb8,90f73a3a8c723ab80255dd0d231d2c2f,0xd117e002
00002eb9,4db78a35a6c7a2c80374b0222186a67d,0xd117e002
00002eba,8140001ed1da067f7dac0611ba24c231,0xd117e002
00002ebb,59132c39dd29c314a4305826c893fc14,0xd117e002
00002ebc,b61516b325d55d74051fe298ea2845f1,0xd117e002
00002ebd,12af99cd33c92cb496737d28e5b4250a,0xd117e002
00002ebe,49b45fdd58a0a0f5a3aab9e846ac0362,0xd117e002
00002ebf,9dbc34cca83e73b526a8c3c02ae602d1,0xd117e002
00002ec0,adf103dedd4aa9a51faaeda69b9b2d30,0xd117e002
00002ec1,264a6a54f8dfdc01af6ef25432376013,0xd117e002
00002ec2,a3251bbe5dddad8e0776c5d3fad88d35,0xd117e002
00002ec3,086e211fb0428762d6622f2e51fefc05,0xd117e002
00002ec4,ed7fbfea5606d0d66f5af7556a54edbc,0xd117e002
00002ec5,0fb054626880ac0b2d987254e998c7c1,0xd117e002
00002ec6,537e173041a1871b4b93dfde16db0f0d,0xd117e002
00002ec7,7146f3a7d12883e23a45dc881198ee4d,0xd117e002
00002ec8,e8338d5bf96f2c242e0cc5c249c9ac86,0xd117e002
00002ec9,e953f56ac92b5e0168a20de6b469d15d,0xd117e002
00002eca,e25348cbf16c3680e2a957da8cd02333,0xd117e002
00002ecb,18731623407748683b25a25713ac58a5,0xd117e002
00002ecc,9726486be5cf155522d81605d12ac6f9,0xd117e002
00002ecd,af76a8ffa7e313b7a9318a8303a483d3,0xd117e002
00002ece,3646a6bc1c692e37a78a04954196d39f,0xd117e002
00002ecf,41eae3f162d13d60e9136920097308cd,0xd117e002
00002ed0,b4d6ffad944ace8224d2bafb331c810e,0xd117e002
00002ed1,4f0aa1534949cc99e886ed3b33b3e337,0xd117e002
00002ed2,0f8859ba80624d0b2fea066a9aba6e06,0xd117e002
00002ed3,fdad7409c5ac1274543b449e2749147d,0xd117e002
00002ed4,6c70b7ee7f13cedf4f2ce3b72710f88d,0xd117e002
00002ed5,b70fee6322234be570a51a5a90e0d32d,0xd117e002
00002ed6,e145db2ec67b917b39d3a0aca559455d,0xd117e002
00002ed7,a256904c0f9266b649b0dc83cf4b922a,0xd117e002
00002ed8,221fe77775b15c816330f898e9b235f5,0xd117e002
00002ed9,7fb2edf9e4f6c8df0c2ed9ddd4af13ea,0xd117e002
00002eda,2dda8a6b390751f8f7557002477ff158,0xd117e002
00002edb,126965b232bcd6da45eea7b7adcd229b,0xd117e002
00002edc,afd687cc4c514a425bd407bc8363341d,0xd117e002
00002edd,b3ed57bfd436cd168d089e0cfab4b696,0xd117e002
00002ede,3a5a1189fa64a939333644dd9e739d87,0xd117e002
00002edf,5b7cddb95af87801dbfb65b8a4c38055,0xd117e002
00002ee0,3398563f31c8ed0cc99931e93ea608ed,0xd117e002
00002ee1,8ebfbf17c37a546fea280bae92f1a00b,0xd117e002
00002ee2,fa15a1cdd4284a0c4e5cb8c770603870,0xd117e002
00002ee3,f962cd4e4bd5bad739269341c541f869,0xd117e002
00002ee4,3573b87537e8d53449c03bc72f54d0f5,0xd117e002
00002ee5,8d642a36e2a937a9c82e0656b234a42a,0xd117e002
00002ee6,b7cdc3c5798ea34d18de8f5d4a29648f,0xd117e002
00002ee7,b889782e5d5040b52b9957da49d6764b,0xd117e002
00002ee8,3ca5c96e6a79b41c6e10c5168e3465c7,0xd117e002
00002ee9,b557beb72e3002455d60ed7bc32bc754,0xd117e002
0000271a,ccfc33a7bfd9858f23a174abc6d31b51,0xd117e002
0000271b,ea7c0429a9c88526e45a6bf4b4f6b2bf,0xd117e002
0000271c,d5aae7c6810e85de9f6d6a6af09a21fa,0xd117e002
0000271d,c2b4a8f848f2cb61476ff039791b1f55,0xd117e002
0000271e,941dc9b253161f7c194cc37f31486f23,0xd117e002
0000271f,2eed607e284ee2fb1fb669408b4e97b9,0xd117e002
00002720,2e4c3fa7a4903424def0d3a10138d4c8,0xd117e002
00002721,22d20624bffdc01b6e8eea3763ec359a,0xd117e002
00002722,d6186abb2d04c93f6302c0a203190170,0xd117e002
00002723,d58e3b812ac5793fa2fdc418b635f3f0,0xd117e002
00002724,03a9bf2efd3d5c5ef62999a7a696152d,0xd117e002
00002725,507f0cfcf6a91433788e76e491e47478,0xd117e002
00002726,74a377c8627a5639d34a0dc771f3127e,0xd117e002
00002727,fa17013b55043fbc992b0b7fee07ed18,0xd117e002
00002728,2fd79a7b72be30a6c762ece9db85bbb6,0xd117e002
00002729,2dd361084471c8e21165f2e5cf76d92f,0xd117e002
0000272a,24f3fd72d2f1d82c39270c4bab53cbcc,0xd117e002
0000272b,91bcb367409deebccdc07e7d1149604b,0xd117e002
0000272c,e3125496db9aceab8a5acb75d3c45176,0xd117e002
0000272d,42a604f585df09049e8f6ab96235e997,0xd117e002
0000272e,668ebd47983f66f699e0c6d3d3c12b30,0xd117e002
0000272f,f496c81cce6e6408a917f5ff363acdab,0xd117e002
00002730,845912c129512593b839313e06d3a0f5,0xd117e002
00002731,0c4496db7927e8e2b625c633d4afe512,0xd117e002
00002732,00339a3de0b3b2f671f3b45b3ae41abb,0xd117e002
00002733,0f5652423e0a29543d92fc2c69d2e4a3,0xd117e002
00002734,ec4eddd234d081d080758d2fde613faf,0xd117e002
00002735,e6304c481945bc99242c2776b5067779,0xd117e002
00002736,942bb0c3960a9cab0b705e77432b8129,0xd117e002
00002737,ab1fb46b004da87e1cfde09706fbe1c8,0xd117e002
00002738,35700995b2699ef4236c17fe9cdcf34e,0xd117e002
00002739,50ab510f3c24be14e521a66914ec120c,0xd117e002
0000273a,9be380e0fb1a0d13ba5dd7357764502c,0xd117e002
0000273b,3371e29b6781fc92e0b9f80d59645ff6,0xd117e002
0000273c,7fa5ba9abcae26e0a5c1bc6c7f4da01b,0xd117e002
0000273d,b17971df01fc4e7fa7d2bfac545359b4,0xd117e002
0000273e,a41893a61feb793862b4b4346ce7de11,0xd117e002
0000273f,5f2c16ec0d6f0be085ae66e72e471796,0xd117e002
00002740,83785e4a685e0bc34f8087441df98da1,0xd117e002
00002741,67ccd3765e9cbd36ba3d5883dfda9851,0xd117e002
00002742,4aeb4b1e12fb15a1b6dcd38159514d2e,0xd117e002
00002743,7b9bedaebda6f2cc7656d5b03c8660fb,0xd117e002
00002744,ab4f61a49188f8b735822f5333c56e40,0xd117e002
00002745,311e9fc1a478cca0833458256138ec5e,0xd117e002
00002746,59c6f1bd7bb4e4fa9a800bbf68828c19,0xd117e002
00002747,c4cc5fe21dc13019583bde9cf3883903,0xd117e002
00002748,e4eea727c53123f567f9c47b59c1a55f,0xd117e002
00002749,834f0cfbccfea46df7240129b9baa735,0xd117e002
0000274a,53d9ce65639fb0dd3f676852bfeda69f,0xd117e002
